ID,CATEGORY
688,keyboard
689,keyboard
690,keyboard
691,hat
692,spider
693,snowman
694,pig
695,penguin
696,pig
697,hat
698,hat
699,parrot
700,chair
701,skyscraper
702,bulldozer
703,hat
704,parrot
705,trombone
706,bulldozer
707,pig
708,trombone
709,violin
710,hand
711,harp
712,pig
713,harp
714,eyeglasses
715,laptop
716,harp
717,spider
718,skyscraper
719,pig
720,keyboard
721,harp
722,hat
723,snowman
724,laptop
725,violin
726,keyboard
727,skyscraper
728,eyeglasses
729,hand
730,spider
731,penguin
732,harp
733,hat
734,hat
735,snowman
736,skyscraper
737,spider
738,keyboard
739,spider
740,hand
741,penguin
742,foot
743,pig
744,pig
745,spider
746,banana
747,nose
748,spider
749,violin
750,bulldozer
751,spider
752,bulldozer
753,spider
754,nose
755,laptop
756,nose
757,flashlight
758,harp
759,snowman
760,spider
761,penguin
762,penguin
763,trombone
764,banana
765,chair
766,harp
767,pig
768,nose
769,eyeglasses
770,pig
771,foot
772,skyscraper
773,snowman
774,eyeglasses
775,hat
776,snowman
777,banana
778,banana
779,harp
780,banana
781,hat
782,chair
783,hat
784,harp
785,hat
786,flashlight
787,nose
788,violin
789,pig
790,bulldozer
791,spider
792,violin
793,eyeglasses
794,banana
795,parrot
796,bulldozer
797,keyboard
798,parrot
799,spider
800,snowman
801,spider
802,harp
803,foot
804,flashlight
805,laptop
806,laptop
807,skyscraper
808,laptop
809,flashlight
810,chair
811,nose
812,pig
813,pig
814,parrot
815,harp
816,penguin
817,skyscraper
818,banana
819,nose
820,banana
821,laptop
822,harp
823,harp
824,penguin
825,laptop
826,eyeglasses
827,penguin
828,laptop
829,snowman
830,laptop
831,skyscraper
832,snowman
833,chair
834,foot
835,spider
836,eyeglasses
837,keyboard
838,pig
839,bulldozer
840,snowman
841,harp
842,pig
843,foot
844,flashlight
845,eyeglasses
846,harp
847,hand
848,laptop
849,nose
850,banana
851,eyeglasses
852,foot
853,nose
854,flashlight
855,penguin
856,laptop
857,flashlight
858,foot
859,hand
860,snowman
861,parrot
862,violin
863,foot
864,pig
865,hat
866,hand
867,hand
868,pig
869,flashlight
870,hand
871,banana
872,trombone
873,harp
874,laptop
875,foot
876,nose
877,hat
878,hand
879,violin
880,eyeglasses
881,skyscraper
882,keyboard
883,chair
884,violin
885,spider
886,skyscraper
887,eyeglasses
888,banana
889,skyscraper
890,hat
891,eyeglasses
892,harp
893,hand
894,laptop
895,banana
896,pig
897,pig
898,penguin
899,banana
900,parrot
901,spider
902,skyscraper
903,pig
904,nose
905,laptop
906,keyboard
907,banana
908,penguin
909,banana
910,skyscraper
911,foot
912,violin
913,skyscraper
914,flashlight
915,flashlight
916,pig
917,parrot
918,skyscraper
919,pig
920,snowman
921,nose
922,trombone
923,chair
924,violin
925,laptop
926,pig
927,eyeglasses
928,banana
929,chair
930,snowman
931,parrot
932,violin
933,hand
934,spider
935,chair
936,eyeglasses
937,bulldozer
938,spider
939,spider
940,laptop
941,hat
942,violin
943,pig
944,snowman
945,hat
946,laptop
947,laptop
948,harp
949,snowman
950,violin
951,chair
952,hat
953,flashlight
954,trombone
955,violin
956,violin
957,trombone
958,trombone
959,keyboard
960,foot
961,flashlight
962,chair
963,pig
964,snowman
965,banana
966,pig
967,hat
968,harp
969,parrot
970,laptop
971,snowman
972,parrot
973,hand
974,laptop
975,spider
976,hand
977,flashlight
978,penguin
979,hand
980,hat
981,trombone
982,snowman
983,harp
984,harp
985,bulldozer
986,skyscraper
987,penguin
988,flashlight
989,penguin
990,penguin
991,parrot
992,laptop
993,skyscraper
994,flashlight
995,bulldozer
996,trombone
997,harp
998,harp
999,bulldozer
1000,hand
1001,nose
1002,harp
1003,violin
1004,penguin
1005,nose
1006,eyeglasses
1007,chair
1008,foot
1009,chair
1010,harp
1011,spider
1012,chair
1013,pig
1014,pig
1015,harp
1016,spider
1017,violin
1018,hat
1019,foot
1020,spider
1021,harp
1022,pig
1023,eyeglasses
1024,violin
1025,violin
1026,trombone
1027,chair
1028,snowman
1029,violin
1030,hand
1031,laptop
1032,parrot
1033,banana
1034,trombone
1035,keyboard
1036,nose
1037,snowman
1038,pig
1039,snowman
1040,foot
1041,keyboard
1042,pig
1043,skyscraper
1044,skyscraper
1045,hand
1046,chair
1047,pig
1048,flashlight
1049,skyscraper
1050,trombone
1051,chair
1052,penguin
1053,harp
1054,banana
1055,laptop
1056,skyscraper
1057,banana
1058,harp
1059,eyeglasses
1060,trombone
1061,nose
1062,flashlight
1063,spider
1064,skyscraper
1065,bulldozer
1066,pig
1067,parrot
1068,bulldozer
1069,keyboard
1070,violin
1071,chair
1072,penguin
1073,penguin
1074,violin
1075,parrot
1076,bulldozer
1077,trombone
1078,foot
1079,bulldozer
1080,hat
1081,hat
1082,flashlight
1083,chair
1084,harp
1085,trombone
1086,eyeglasses
1087,skyscraper
1088,penguin
1089,keyboard
1090,penguin
1091,hat
1092,keyboard
1093,banana
1094,harp
1095,snowman
1096,spider
1097,hand
1098,parrot
1099,parrot
1100,violin
1101,pig
1102,parrot
1103,spider
1104,spider
1105,chair
1106,eyeglasses
1107,violin
1108,foot
1109,trombone
1110,harp
1111,snowman
1112,foot
1113,skyscraper
1114,snowman
1115,laptop
1116,flashlight
1117,chair
1118,parrot
1119,snowman
1120,flashlight
1121,skyscraper
1122,foot
1123,nose
1124,eyeglasses
1125,flashlight
1126,snowman
1127,chair
1128,hat
1129,foot
1130,harp
1131,flashlight
1132,keyboard
1133,chair
1134,laptop
1135,harp
1136,trombone
1137,spider
1138,spider
1139,laptop
1140,spider
1141,bulldozer
1142,trombone
1143,chair
1144,skyscraper
1145,violin
1146,keyboard
1147,bulldozer
1148,violin
1149,skyscraper
1150,spider
1151,spider
1152,spider
1153,banana
1154,hand
1155,foot
1156,snowman
1157,hat
1158,hand
1159,eyeglasses
1160,eyeglasses
1161,chair
1162,violin
1163,banana
1164,parrot
1165,banana
1166,keyboard
1167,spider
1168,chair
1169,trombone
1170,laptop
1171,snowman
1172,trombone
1173,penguin
1174,laptop
1175,trombone
1176,spider
1177,bulldozer
1178,pig
1179,hat
1180,eyeglasses
1181,nose
1182,snowman
1183,eyeglasses
1184,penguin
1185,foot
1186,spider
1187,pig
1188,skyscraper
1189,laptop
1190,penguin
1191,pig
1192,penguin
1193,laptop
1194,bulldozer
1195,bulldozer
1196,pig
1197,penguin
1198,violin
1199,snowman
1200,parrot
1201,foot
1202,foot
1203,snowman
1204,foot
1205,harp
1206,trombone
1207,chair
1208,trombone
1209,eyeglasses
1210,spider
1211,eyeglasses
1212,harp
1213,bulldozer
1214,penguin
1215,banana
1216,harp
1217,hat
1218,chair
1219,hat
1220,banana
1221,laptop
1222,hand
1223,keyboard
1224,laptop
1225,violin
1226,snowman
1227,flashlight
1228,penguin
1229,eyeglasses
1230,banana
1231,hat
1232,skyscraper
1233,hat
1234,violin
1235,snowman
1236,flashlight
1237,chair
1238,laptop
1239,banana
1240,chair
1241,trombone
1242,violin
1243,bulldozer
1244,laptop
1245,hat
1246,hat
1247,hand
1248,bulldozer
1249,pig
1250,nose
1251,hat
1252,spider
1253,snowman
1254,snowman
1255,parrot
1256,violin
1257,eyeglasses
1258,keyboard
1259,skyscraper
1260,flashlight
1261,spider
1262,eyeglasses
1263,violin
1264,harp
1265,trombone
1266,trombone
1267,foot
1268,snowman
1269,keyboard
1270,harp
1271,harp
1272,hand
1273,hat
1274,penguin
1275,nose
1276,flashlight
1277,banana
1278,flashlight
1279,parrot
1280,laptop
1281,keyboard
1282,violin
1283,skyscraper
1284,chair
1285,keyboard
1286,banana
1287,trombone
1288,harp
1289,bulldozer
1290,penguin
1291,penguin
1292,eyeglasses
1293,laptop
1294,hat
1295,hand
1296,hand
1297,snowman
1298,laptop
1299,pig
1300,hand
1301,harp
1302,spider
1303,chair
1304,trombone
1305,harp
1306,hand
1307,foot
1308,foot
1309,penguin
1310,hat
1311,banana
1312,harp
1313,flashlight
1314,penguin
1315,laptop
1316,laptop
1317,hat
1318,eyeglasses
1319,eyeglasses
1320,hand
1321,penguin
1322,hat
1323,eyeglasses
1324,laptop
1325,laptop
1326,parrot
1327,eyeglasses
1328,skyscraper
1329,bulldozer
1330,foot
1331,harp
1332,eyeglasses
1333,eyeglasses
1334,spider
1335,penguin
1336,keyboard
1337,chair
1338,violin
1339,pig
1340,pig
1341,chair
1342,bulldozer
1343,trombone
1344,snowman
1345,flashlight
1346,parrot
1347,nose
1348,trombone
1349,banana
1350,skyscraper
1351,foot
1352,violin
1353,trombone
1354,chair
1355,chair
1356,hand
1357,laptop
1358,banana
1359,eyeglasses
1360,harp
1361,laptop
1362,harp
1363,skyscraper
1364,pig
1365,harp
1366,bulldozer
1367,nose
1368,violin
1369,parrot
1370,flashlight
1371,keyboard
1372,eyeglasses
1373,hand
1374,hat
1375,bulldozer
1376,foot
1377,skyscraper
1378,banana
1379,spider
1380,bulldozer
1381,laptop
1382,spider
1383,flashlight
1384,bulldozer
1385,trombone
1386,bulldozer
1387,eyeglasses
1388,hat
1389,laptop
1390,harp
1391,hat
1392,flashlight
1393,bulldozer
1394,spider
1395,flashlight
1396,laptop
1397,parrot
1398,laptop
1399,harp
1400,hand
1401,violin
1402,pig
1403,harp
1404,flashlight
1405,bulldozer
1406,skyscraper
1407,spider
1408,hat
1409,bulldozer
1410,parrot
1411,keyboard
1412,flashlight
1413,keyboard
1414,skyscraper
1415,hat
1416,violin
1417,harp
1418,bulldozer
1419,foot
1420,trombone
1421,violin
1422,parrot
1423,pig
1424,foot
1425,keyboard
1426,skyscraper
1427,flashlight
1428,harp
1429,pig
1430,violin
1431,flashlight
1432,pig
1433,foot
1434,pig
1435,harp
1436,bulldozer
1437,chair
1438,snowman
1439,spider
1440,banana
1441,spider
1442,skyscraper
1443,penguin
1444,snowman
1445,laptop
1446,trombone
1447,trombone
1448,penguin
1449,keyboard
1450,spider
1451,hat
1452,chair
1453,nose
1454,hat
1455,nose
1456,skyscraper
1457,eyeglasses
1458,foot
1459,harp
1460,violin
1461,snowman
1462,flashlight
1463,foot
1464,laptop
1465,eyeglasses
1466,violin
1467,spider
1468,violin
1469,parrot
1470,hand
1471,keyboard
1472,flashlight
1473,hand
1474,violin
1475,chair
1476,skyscraper
1477,nose
1478,trombone
1479,spider
1480,snowman
1481,harp
1482,parrot
1483,snowman
1484,snowman
1485,keyboard
1486,hand
1487,laptop
1488,chair
1489,skyscraper
1490,skyscraper
1491,violin
1492,eyeglasses
1493,spider
1494,parrot
1495,hand
1496,flashlight
1497,parrot
1498,penguin
1499,laptop
1500,skyscraper
1501,harp
1502,keyboard
1503,keyboard
1504,pig
1505,keyboard
1506,banana
1507,hand
1508,flashlight
1509,penguin
1510,foot
1511,nose
1512,nose
1513,violin
1514,skyscraper
1515,flashlight
1516,laptop
1517,parrot
1518,penguin
1519,trombone
1520,flashlight
1521,laptop
1522,pig
1523,banana
1524,keyboard
1525,hat
1526,chair
1527,snowman
1528,spider
1529,nose
1530,flashlight
1531,trombone
1532,trombone
1533,chair
1534,foot
1535,trombone
1536,banana
1537,eyeglasses
1538,bulldozer
1539,penguin
1540,nose
1541,penguin
1542,penguin
1543,spider
1544,banana
1545,banana
1546,eyeglasses
1547,harp
1548,hand
1549,eyeglasses
1550,chair
1551,bulldozer
1552,trombone
1553,laptop
1554,spider
1555,chair
1556,skyscraper
1557,chair
1558,keyboard
1559,nose
1560,violin
1561,laptop
1562,banana
1563,pig
1564,hat
1565,laptop
1566,snowman
1567,trombone
1568,eyeglasses
1569,banana
1570,penguin
1571,trombone
1572,spider
1573,nose
1574,spider
1575,harp
1576,spider
1577,penguin
1578,parrot
1579,keyboard
1580,flashlight
1581,hand
1582,spider
1583,penguin
1584,violin
1585,banana
1586,penguin
1587,penguin
1588,skyscraper
1589,hat
1590,snowman
1591,trombone
1592,skyscraper
1593,skyscraper
1594,banana
1595,hand
1596,harp
1597,skyscraper
1598,banana
1599,eyeglasses
1600,banana
1601,foot
1602,skyscraper
1603,spider
1604,chair
1605,spider
1606,pig
1607,flashlight
1608,harp
1609,violin
1610,bulldozer
1611,harp
1612,chair
1613,pig
1614,spider
1615,penguin
1616,spider
1617,pig
1618,nose
1619,bulldozer
1620,penguin
1621,violin
1622,chair
1623,hat
1624,parrot
1625,bulldozer
1626,bulldozer
1627,laptop
1628,eyeglasses
1629,skyscraper
1630,hat
1631,harp
1632,foot
1633,hand
1634,penguin
1635,penguin
1636,keyboard
1637,hand
1638,pig
1639,banana
1640,foot
1641,spider
1642,bulldozer
1643,snowman
1644,pig
1645,spider
1646,banana
1647,harp
1648,flashlight
1649,laptop
1650,parrot
1651,hand
1652,hat
1653,foot
1654,nose
1655,penguin
1656,pig
1657,penguin
1658,bulldozer
1659,spider
1660,parrot
1661,keyboard
1662,spider
1663,pig
1664,bulldozer
1665,hand
1666,bulldozer
1667,foot
1668,flashlight
1669,harp
1670,skyscraper
1671,trombone
1672,penguin
1673,keyboard
1674,keyboard
1675,foot
1676,eyeglasses
1677,chair
1678,violin
1679,violin
1680,eyeglasses
1681,spider
1682,foot
1683,trombone
1684,trombone
1685,penguin
1686,hand
1687,banana
1688,laptop
1689,laptop
1690,eyeglasses
1691,snowman
1692,chair
1693,snowman
1694,chair
1695,hat
1696,chair
1697,trombone
1698,nose
1699,bulldozer
1700,penguin
1701,trombone
1702,parrot
1703,penguin
1704,spider
1705,hand
1706,hand
1707,penguin
1708,chair
1709,banana
1710,nose
1711,hat
1712,skyscraper
1713,penguin
1714,foot
1715,keyboard
1716,skyscraper
1717,chair
1718,foot
1719,eyeglasses
1720,violin
1721,skyscraper
1722,snowman
1723,parrot
1724,harp
1725,pig
1726,snowman
1727,parrot
1728,violin
1729,keyboard
1730,harp
1731,eyeglasses
1732,nose
1733,chair
1734,nose
1735,chair
1736,nose
1737,chair
1738,hat
1739,laptop
1740,foot
1741,nose
1742,snowman
1743,penguin
1744,harp
1745,trombone
1746,keyboard
1747,eyeglasses
1748,trombone
1749,trombone
1750,hand
1751,foot
1752,violin
1753,penguin
1754,hand
1755,spider
1756,violin
1757,violin
1758,pig
1759,banana
1760,pig
1761,laptop
1762,spider
1763,harp
1764,skyscraper
1765,keyboard
1766,hand
1767,snowman
1768,harp
1769,skyscraper
1770,chair
1771,hat
1772,spider
1773,eyeglasses
1774,keyboard
1775,keyboard
1776,pig
1777,chair
1778,penguin
1779,hand
1780,eyeglasses
1781,skyscraper
1782,harp
1783,nose
1784,laptop
1785,skyscraper
1786,spider
1787,harp
1788,violin
1789,skyscraper
1790,parrot
1791,hat
1792,hand
1793,trombone
1794,hand
1795,violin
1796,snowman
1797,banana
1798,spider
1799,violin
1800,nose
1801,trombone
1802,laptop
1803,parrot
1804,skyscraper
1805,foot
1806,violin
1807,parrot
1808,foot
1809,skyscraper
1810,hand
1811,violin
1812,harp
1813,eyeglasses
1814,pig
1815,bulldozer
1816,trombone
1817,nose
1818,bulldozer
1819,keyboard
1820,trombone
1821,chair
1822,nose
1823,nose
1824,foot
1825,violin
1826,hand
1827,bulldozer
1828,eyeglasses
1829,snowman
1830,spider
1831,skyscraper
1832,chair
1833,spider
1834,flashlight
1835,snowman
1836,laptop
1837,pig
1838,trombone
1839,skyscraper
1840,eyeglasses
1841,penguin
1842,banana
1843,nose
1844,harp
1845,snowman
1846,chair
1847,harp
1848,hand
1849,hat
1850,nose
1851,violin
1852,spider
1853,chair
1854,eyeglasses
1855,chair
1856,eyeglasses
1857,hat
1858,foot
1859,harp
1860,laptop
1861,bulldozer
1862,violin
1863,violin
1864,snowman
1865,violin
1866,hand
1867,flashlight
1868,snowman
1869,laptop
1870,laptop
1871,violin
1872,trombone
1873,pig
1874,laptop
1875,bulldozer
1876,snowman
1877,bulldozer
1878,bulldozer
1879,banana
1880,snowman
1881,harp
1882,violin
1883,keyboard
1884,spider
1885,banana
1886,penguin
1887,spider
1888,pig
1889,nose
1890,laptop
1891,banana
1892,trombone
1893,laptop
1894,flashlight
1895,spider
1896,pig
1897,spider
1898,foot
1899,hand
1900,pig
1901,violin
1902,chair
1903,laptop
1904,hand
1905,skyscraper
1906,trombone
1907,spider
1908,keyboard
1909,snowman
1910,chair
1911,spider
1912,nose
1913,pig
1914,pig
1915,hat
1916,pig
1917,hand
1918,snowman
1919,penguin
1920,parrot
1921,pig
1922,banana
1923,foot
1924,nose
1925,spider
1926,nose
1927,chair
1928,penguin
1929,foot
1930,bulldozer
1931,laptop
1932,penguin
1933,nose
1934,laptop
1935,keyboard
1936,bulldozer
1937,hand
1938,eyeglasses
1939,parrot
1940,spider
1941,eyeglasses
1942,violin
1943,snowman
1944,chair
1945,chair
1946,chair
1947,violin
1948,laptop
1949,penguin
1950,skyscraper
1951,hat
1952,chair
1953,skyscraper
1954,hat
1955,harp
1956,snowman
1957,chair
1958,chair
1959,spider
1960,snowman
1961,keyboard
1962,hand
1963,bulldozer
1964,violin
1965,parrot
1966,nose
1967,penguin
1968,pig
1969,hand
1970,banana
1971,harp
1972,spider
1973,harp
1974,bulldozer
1975,eyeglasses
1976,bulldozer
1977,chair
1978,nose
1979,banana
1980,chair
1981,eyeglasses
1982,violin
1983,laptop
1984,hat
1985,penguin
1986,eyeglasses
1987,snowman
1988,pig
1989,harp
1990,snowman
1991,pig
1992,nose
1993,foot
1994,spider
1995,foot
1996,parrot
1997,hand
1998,spider
1999,laptop
2000,keyboard
2001,hat
2002,parrot
2003,parrot
2004,chair
2005,hat
2006,flashlight
2007,keyboard
2008,chair
2009,eyeglasses
2010,trombone
2011,keyboard
2012,skyscraper
2013,chair
2014,skyscraper
2015,laptop
2016,laptop
2017,penguin
2018,keyboard
2019,foot
2020,pig
2021,bulldozer
2022,banana
2023,nose
2024,laptop
2025,pig
2026,snowman
2027,bulldozer
2028,bulldozer
2029,hand
2030,snowman
2031,keyboard
2032,pig
2033,penguin
2034,keyboard
2035,foot
2036,keyboard
2037,flashlight
2038,bulldozer
2039,penguin
2040,keyboard
2041,flashlight
2042,snowman
2043,violin
2044,chair
2045,violin
2046,penguin
2047,harp
2048,harp
2049,bulldozer
2050,skyscraper
2051,spider
2052,skyscraper
2053,harp
2054,spider
2055,penguin
2056,nose
2057,eyeglasses
2058,parrot
2059,spider
2060,eyeglasses
2061,trombone
2062,violin
2063,penguin
2064,foot
2065,laptop
2066,skyscraper
2067,foot
2068,penguin
2069,laptop
2070,violin
2071,keyboard
2072,hand
2073,banana
2074,banana
2075,chair
2076,bulldozer
2077,bulldozer
2078,bulldozer
2079,pig
2080,harp
2081,hat
2082,penguin
2083,bulldozer
2084,hand
2085,skyscraper
2086,foot
2087,laptop
2088,chair
2089,trombone
2090,violin
2091,flashlight
2092,bulldozer
2093,penguin
2094,eyeglasses
2095,violin
2096,laptop
2097,parrot
2098,laptop
2099,chair
2100,skyscraper
2101,flashlight
2102,snowman
2103,hand
2104,parrot
2105,flashlight
2106,eyeglasses
2107,nose
2108,spider
2109,keyboard
2110,harp
2111,harp
2112,snowman
2113,trombone
2114,keyboard
2115,trombone
2116,penguin
2117,laptop
2118,eyeglasses
2119,skyscraper
2120,harp
2121,laptop
2122,hat
2123,skyscraper
2124,spider
2125,eyeglasses
2126,keyboard
2127,pig
2128,snowman
2129,flashlight
2130,banana
2131,laptop
2132,snowman
2133,hand
2134,eyeglasses
2135,foot
2136,banana
2137,foot
2138,foot
2139,spider
2140,trombone
2141,nose
2142,snowman
2143,bulldozer
2144,hand
2145,spider
2146,skyscraper
2147,banana
2148,penguin
2149,banana
2150,banana
2151,violin
2152,keyboard
2153,snowman
