ID,CATEGORY
688,keyboard
689,keyboard
690,keyboard
691,hat
692,harp
693,snowman
694,parrot
695,penguin
696,harp
697,hat
698,hat
699,parrot
700,chair
701,skyscraper
702,bulldozer
703,foot
704,parrot
705,trombone
706,bulldozer
707,pig
708,flashlight
709,violin
710,hand
711,snowman
712,hand
713,pig
714,eyeglasses
715,laptop
716,harp
717,flashlight
718,skyscraper
719,pig
720,keyboard
721,foot
722,hat
723,snowman
724,laptop
725,violin
726,foot
727,skyscraper
728,eyeglasses
729,hand
730,spider
731,penguin
732,harp
733,hat
734,foot
735,snowman
736,skyscraper
737,spider
738,keyboard
739,trombone
740,hand
741,penguin
742,foot
743,pig
744,pig
745,harp
746,eyeglasses
747,nose
748,spider
749,violin
750,bulldozer
751,flashlight
752,bulldozer
753,laptop
754,nose
755,laptop
756,snowman
757,flashlight
758,harp
759,snowman
760,spider
761,hand
762,penguin
763,eyeglasses
764,banana
765,chair
766,harp
767,pig
768,nose
769,eyeglasses
770,pig
771,nose
772,skyscraper
773,snowman
774,eyeglasses
775,hat
776,hat
777,banana
778,banana
779,harp
780,banana
781,hat
782,violin
783,hat
784,harp
785,hat
786,flashlight
787,snowman
788,violin
789,pig
790,bulldozer
791,hat
792,violin
793,banana
794,foot
795,pig
796,bulldozer
797,pig
798,parrot
799,harp
800,snowman
801,parrot
802,harp
803,foot
804,flashlight
805,laptop
806,laptop
807,skyscraper
808,harp
809,spider
810,chair
811,nose
812,pig
813,pig
814,parrot
815,harp
816,penguin
817,skyscraper
818,banana
819,nose
820,banana
821,laptop
822,penguin
823,spider
824,penguin
825,laptop
826,eyeglasses
827,penguin
828,laptop
829,snowman
830,laptop
831,skyscraper
832,snowman
833,chair
834,foot
835,spider
836,eyeglasses
837,keyboard
838,pig
839,bulldozer
840,snowman
841,harp
842,pig
843,foot
844,harp
845,eyeglasses
846,harp
847,hand
848,laptop
849,nose
850,banana
851,eyeglasses
852,foot
853,nose
854,flashlight
855,penguin
856,pig
857,flashlight
858,foot
859,hand
860,snowman
861,parrot
862,violin
863,foot
864,keyboard
865,hat
866,hand
867,hand
868,pig
869,flashlight
870,hand
871,banana
872,parrot
873,harp
874,laptop
875,foot
876,nose
877,hat
878,hand
879,violin
880,eyeglasses
881,skyscraper
882,keyboard
883,chair
884,violin
885,spider
886,skyscraper
887,eyeglasses
888,banana
889,skyscraper
890,hat
891,eyeglasses
892,harp
893,hand
894,laptop
895,banana
896,pig
897,pig
898,penguin
899,banana
900,trombone
901,spider
902,nose
903,pig
904,nose
905,laptop
906,keyboard
907,trombone
908,penguin
909,banana
910,skyscraper
911,foot
912,violin
913,skyscraper
914,flashlight
915,flashlight
916,pig
917,parrot
918,skyscraper
919,penguin
920,snowman
921,penguin
922,eyeglasses
923,chair
924,violin
925,laptop
926,eyeglasses
927,eyeglasses
928,nose
929,chair
930,snowman
931,banana
932,violin
933,hand
934,harp
935,harp
936,eyeglasses
937,bulldozer
938,keyboard
939,spider
940,laptop
941,trombone
942,violin
943,pig
944,snowman
945,hat
946,laptop
947,laptop
948,harp
949,snowman
950,violin
951,chair
952,hat
953,eyeglasses
954,foot
955,violin
956,snowman
957,trombone
958,trombone
959,keyboard
960,banana
961,spider
962,chair
963,trombone
964,snowman
965,banana
966,pig
967,hat
968,harp
969,harp
970,laptop
971,snowman
972,parrot
973,hand
974,laptop
975,flashlight
976,hand
977,flashlight
978,penguin
979,hand
980,hat
981,trombone
982,snowman
983,harp
984,harp
985,bulldozer
986,skyscraper
987,penguin
988,harp
989,penguin
990,penguin
991,parrot
992,laptop
993,skyscraper
994,flashlight
995,spider
996,eyeglasses
997,harp
998,harp
999,bulldozer
1000,hand
1001,nose
1002,harp
1003,violin
1004,penguin
1005,nose
1006,trombone
1007,chair
1008,laptop
1009,chair
1010,harp
1011,spider
1012,spider
1013,pig
1014,pig
1015,harp
1016,harp
1017,violin
1018,foot
1019,foot
1020,spider
1021,laptop
1022,parrot
1023,eyeglasses
1024,flashlight
1025,parrot
1026,trombone
1027,chair
1028,snowman
1029,nose
1030,hand
1031,laptop
1032,parrot
1033,banana
1034,eyeglasses
1035,keyboard
1036,nose
1037,snowman
1038,hand
1039,snowman
1040,foot
1041,banana
1042,keyboard
1043,skyscraper
1044,skyscraper
1045,hand
1046,chair
1047,pig
1048,flashlight
1049,penguin
1050,eyeglasses
1051,chair
1052,penguin
1053,harp
1054,banana
1055,laptop
1056,skyscraper
1057,parrot
1058,harp
1059,eyeglasses
1060,trombone
1061,nose
1062,flashlight
1063,spider
1064,skyscraper
1065,bulldozer
1066,pig
1067,parrot
1068,hat
1069,keyboard
1070,flashlight
1071,harp
1072,skyscraper
1073,skyscraper
1074,violin
1075,parrot
1076,hat
1077,bulldozer
1078,hat
1079,bulldozer
1080,hat
1081,hat
1082,flashlight
1083,chair
1084,harp
1085,trombone
1086,eyeglasses
1087,skyscraper
1088,penguin
1089,keyboard
1090,penguin
1091,flashlight
1092,hat
1093,banana
1094,banana
1095,snowman
1096,flashlight
1097,hand
1098,parrot
1099,parrot
1100,spider
1101,pig
1102,parrot
1103,parrot
1104,spider
1105,chair
1106,eyeglasses
1107,violin
1108,foot
1109,trombone
1110,harp
1111,snowman
1112,foot
1113,skyscraper
1114,snowman
1115,laptop
1116,flashlight
1117,foot
1118,parrot
1119,snowman
1120,flashlight
1121,skyscraper
1122,foot
1123,nose
1124,eyeglasses
1125,flashlight
1126,snowman
1127,chair
1128,spider
1129,foot
1130,harp
1131,harp
1132,keyboard
1133,chair
1134,spider
1135,chair
1136,bulldozer
1137,spider
1138,spider
1139,parrot
1140,spider
1141,spider
1142,banana
1143,harp
1144,skyscraper
1145,violin
1146,keyboard
1147,spider
1148,trombone
1149,skyscraper
1150,flashlight
1151,spider
1152,spider
1153,banana
1154,parrot
1155,foot
1156,snowman
1157,banana
1158,hand
1159,eyeglasses
1160,eyeglasses
1161,chair
1162,violin
1163,banana
1164,skyscraper
1165,parrot
1166,keyboard
1167,flashlight
1168,chair
1169,trombone
1170,pig
1171,snowman
1172,keyboard
1173,penguin
1174,laptop
1175,trombone
1176,spider
1177,bulldozer
1178,pig
1179,hat
1180,trombone
1181,nose
1182,snowman
1183,eyeglasses
1184,penguin
1185,foot
1186,spider
1187,hand
1188,skyscraper
1189,laptop
1190,penguin
1191,pig
1192,penguin
1193,laptop
1194,keyboard
1195,bulldozer
1196,harp
1197,penguin
1198,harp
1199,snowman
1200,parrot
1201,foot
1202,foot
1203,snowman
1204,foot
1205,harp
1206,violin
1207,snowman
1208,trombone
1209,eyeglasses
1210,bulldozer
1211,hat
1212,harp
1213,bulldozer
1214,penguin
1215,banana
1216,harp
1217,hat
1218,chair
1219,hat
1220,banana
1221,laptop
1222,hand
1223,trombone
1224,laptop
1225,violin
1226,snowman
1227,flashlight
1228,nose
1229,eyeglasses
1230,parrot
1231,hat
1232,skyscraper
1233,hat
1234,violin
1235,snowman
1236,harp
1237,chair
1238,laptop
1239,banana
1240,laptop
1241,trombone
1242,flashlight
1243,bulldozer
1244,laptop
1245,hat
1246,hat
1247,hand
1248,bulldozer
1249,pig
1250,nose
1251,hat
1252,parrot
1253,snowman
1254,snowman
1255,flashlight
1256,violin
1257,eyeglasses
1258,keyboard
1259,skyscraper
1260,flashlight
1261,flashlight
1262,eyeglasses
1263,snowman
1264,harp
1265,flashlight
1266,flashlight
1267,hat
1268,snowman
1269,keyboard
1270,harp
1271,harp
1272,hand
1273,hat
1274,penguin
1275,nose
1276,flashlight
1277,banana
1278,flashlight
1279,parrot
1280,laptop
1281,keyboard
1282,parrot
1283,skyscraper
1284,chair
1285,eyeglasses
1286,banana
1287,trombone
1288,harp
1289,bulldozer
1290,penguin
1291,penguin
1292,bulldozer
1293,laptop
1294,hat
1295,hand
1296,pig
1297,snowman
1298,foot
1299,pig
1300,hand
1301,harp
1302,hat
1303,penguin
1304,trombone
1305,penguin
1306,hand
1307,foot
1308,banana
1309,penguin
1310,hat
1311,banana
1312,harp
1313,flashlight
1314,penguin
1315,laptop
1316,nose
1317,hat
1318,banana
1319,eyeglasses
1320,hand
1321,penguin
1322,bulldozer
1323,eyeglasses
1324,laptop
1325,laptop
1326,parrot
1327,eyeglasses
1328,skyscraper
1329,bulldozer
1330,foot
1331,harp
1332,eyeglasses
1333,hand
1334,spider
1335,penguin
1336,keyboard
1337,chair
1338,harp
1339,pig
1340,pig
1341,chair
1342,parrot
1343,trombone
1344,snowman
1345,flashlight
1346,snowman
1347,nose
1348,keyboard
1349,banana
1350,skyscraper
1351,banana
1352,skyscraper
1353,pig
1354,chair
1355,hat
1356,hand
1357,laptop
1358,banana
1359,eyeglasses
1360,harp
1361,laptop
1362,spider
1363,parrot
1364,pig
1365,laptop
1366,bulldozer
1367,nose
1368,violin
1369,parrot
1370,spider
1371,keyboard
1372,eyeglasses
1373,hand
1374,hat
1375,bulldozer
1376,foot
1377,skyscraper
1378,laptop
1379,spider
1380,bulldozer
1381,laptop
1382,spider
1383,flashlight
1384,bulldozer
1385,bulldozer
1386,hat
1387,eyeglasses
1388,bulldozer
1389,bulldozer
1390,flashlight
1391,hat
1392,flashlight
1393,bulldozer
1394,spider
1395,hat
1396,laptop
1397,parrot
1398,laptop
1399,harp
1400,skyscraper
1401,nose
1402,banana
1403,harp
1404,flashlight
1405,bulldozer
1406,penguin
1407,spider
1408,hat
1409,trombone
1410,snowman
1411,keyboard
1412,flashlight
1413,keyboard
1414,skyscraper
1415,banana
1416,parrot
1417,foot
1418,bulldozer
1419,laptop
1420,trombone
1421,snowman
1422,parrot
1423,pig
1424,foot
1425,flashlight
1426,skyscraper
1427,flashlight
1428,harp
1429,pig
1430,harp
1431,flashlight
1432,pig
1433,foot
1434,pig
1435,harp
1436,bulldozer
1437,chair
1438,snowman
1439,spider
1440,banana
1441,spider
1442,skyscraper
1443,penguin
1444,snowman
1445,laptop
1446,trombone
1447,eyeglasses
1448,penguin
1449,keyboard
1450,spider
1451,keyboard
1452,chair
1453,nose
1454,hat
1455,penguin
1456,skyscraper
1457,eyeglasses
1458,foot
1459,chair
1460,flashlight
1461,snowman
1462,flashlight
1463,foot
1464,laptop
1465,pig
1466,violin
1467,spider
1468,violin
1469,parrot
1470,hand
1471,keyboard
1472,flashlight
1473,hand
1474,violin
1475,chair
1476,skyscraper
1477,hat
1478,flashlight
1479,flashlight
1480,snowman
1481,harp
1482,parrot
1483,parrot
1484,snowman
1485,flashlight
1486,hand
1487,laptop
1488,chair
1489,skyscraper
1490,skyscraper
1491,violin
1492,eyeglasses
1493,bulldozer
1494,penguin
1495,hand
1496,flashlight
1497,parrot
1498,hand
1499,laptop
1500,skyscraper
1501,flashlight
1502,keyboard
1503,keyboard
1504,pig
1505,keyboard
1506,banana
1507,hand
1508,trombone
1509,penguin
1510,foot
1511,penguin
1512,bulldozer
1513,parrot
1514,skyscraper
1515,flashlight
1516,laptop
1517,parrot
1518,penguin
1519,trombone
1520,flashlight
1521,laptop
1522,pig
1523,banana
1524,keyboard
1525,hat
1526,chair
1527,skyscraper
1528,spider
1529,nose
1530,flashlight
1531,keyboard
1532,trombone
1533,chair
1534,hat
1535,trombone
1536,banana
1537,eyeglasses
1538,bulldozer
1539,penguin
1540,foot
1541,penguin
1542,penguin
1543,spider
1544,foot
1545,banana
1546,eyeglasses
1547,harp
1548,hand
1549,eyeglasses
1550,chair
1551,bulldozer
1552,trombone
1553,laptop
1554,spider
1555,chair
1556,skyscraper
1557,chair
1558,keyboard
1559,banana
1560,parrot
1561,bulldozer
1562,banana
1563,pig
1564,hat
1565,laptop
1566,snowman
1567,trombone
1568,eyeglasses
1569,banana
1570,penguin
1571,trombone
1572,spider
1573,nose
1574,flashlight
1575,harp
1576,hat
1577,penguin
1578,parrot
1579,keyboard
1580,flashlight
1581,hand
1582,spider
1583,penguin
1584,trombone
1585,banana
1586,penguin
1587,penguin
1588,skyscraper
1589,hat
1590,snowman
1591,trombone
1592,skyscraper
1593,skyscraper
1594,banana
1595,hand
1596,harp
1597,skyscraper
1598,banana
1599,eyeglasses
1600,banana
1601,laptop
1602,skyscraper
1603,spider
1604,chair
1605,flashlight
1606,banana
1607,flashlight
1608,harp
1609,violin
1610,eyeglasses
1611,harp
1612,chair
1613,pig
1614,spider
1615,penguin
1616,flashlight
1617,pig
1618,nose
1619,trombone
1620,penguin
1621,violin
1622,laptop
1623,hat
1624,parrot
1625,bulldozer
1626,laptop
1627,laptop
1628,flashlight
1629,skyscraper
1630,hat
1631,harp
1632,hat
1633,hand
1634,penguin
1635,penguin
1636,keyboard
1637,hand
1638,pig
1639,banana
1640,foot
1641,spider
1642,bulldozer
1643,snowman
1644,pig
1645,spider
1646,banana
1647,harp
1648,spider
1649,laptop
1650,parrot
1651,hand
1652,hat
1653,banana
1654,nose
1655,penguin
1656,pig
1657,penguin
1658,foot
1659,eyeglasses
1660,keyboard
1661,trombone
1662,spider
1663,pig
1664,bulldozer
1665,hand
1666,bulldozer
1667,banana
1668,banana
1669,harp
1670,skyscraper
1671,trombone
1672,penguin
1673,keyboard
1674,keyboard
1675,foot
1676,eyeglasses
1677,chair
1678,violin
1679,violin
1680,eyeglasses
1681,spider
1682,foot
1683,trombone
1684,pig
1685,penguin
1686,parrot
1687,violin
1688,laptop
1689,laptop
1690,eyeglasses
1691,snowman
1692,chair
1693,snowman
1694,parrot
1695,hat
1696,chair
1697,spider
1698,penguin
1699,harp
1700,penguin
1701,trombone
1702,parrot
1703,penguin
1704,pig
1705,hand
1706,hand
1707,penguin
1708,harp
1709,banana
1710,nose
1711,parrot
1712,skyscraper
1713,penguin
1714,foot
1715,keyboard
1716,skyscraper
1717,harp
1718,foot
1719,eyeglasses
1720,harp
1721,skyscraper
1722,nose
1723,snowman
1724,harp
1725,pig
1726,snowman
1727,harp
1728,chair
1729,keyboard
1730,harp
1731,eyeglasses
1732,nose
1733,chair
1734,nose
1735,chair
1736,nose
1737,chair
1738,laptop
1739,laptop
1740,foot
1741,nose
1742,snowman
1743,penguin
1744,harp
1745,trombone
1746,keyboard
1747,eyeglasses
1748,spider
1749,pig
1750,hand
1751,foot
1752,violin
1753,penguin
1754,hand
1755,spider
1756,snowman
1757,violin
1758,pig
1759,banana
1760,pig
1761,laptop
1762,spider
1763,harp
1764,skyscraper
1765,keyboard
1766,hand
1767,parrot
1768,harp
1769,pig
1770,chair
1771,chair
1772,spider
1773,banana
1774,keyboard
1775,keyboard
1776,pig
1777,chair
1778,penguin
1779,hand
1780,pig
1781,skyscraper
1782,harp
1783,nose
1784,foot
1785,skyscraper
1786,spider
1787,hat
1788,foot
1789,skyscraper
1790,parrot
1791,hat
1792,hand
1793,trombone
1794,hand
1795,flashlight
1796,snowman
1797,banana
1798,flashlight
1799,violin
1800,nose
1801,eyeglasses
1802,laptop
1803,parrot
1804,penguin
1805,foot
1806,violin
1807,penguin
1808,foot
1809,skyscraper
1810,hand
1811,violin
1812,harp
1813,eyeglasses
1814,pig
1815,bulldozer
1816,trombone
1817,nose
1818,bulldozer
1819,keyboard
1820,trombone
1821,chair
1822,nose
1823,nose
1824,harp
1825,violin
1826,hand
1827,bulldozer
1828,eyeglasses
1829,snowman
1830,spider
1831,skyscraper
1832,parrot
1833,spider
1834,spider
1835,snowman
1836,foot
1837,bulldozer
1838,flashlight
1839,skyscraper
1840,eyeglasses
1841,penguin
1842,banana
1843,nose
1844,harp
1845,snowman
1846,chair
1847,parrot
1848,parrot
1849,hat
1850,nose
1851,violin
1852,parrot
1853,chair
1854,eyeglasses
1855,laptop
1856,trombone
1857,hat
1858,banana
1859,harp
1860,foot
1861,flashlight
1862,violin
1863,violin
1864,snowman
1865,violin
1866,hand
1867,flashlight
1868,snowman
1869,laptop
1870,harp
1871,trombone
1872,flashlight
1873,hand
1874,laptop
1875,bulldozer
1876,snowman
1877,bulldozer
1878,bulldozer
1879,trombone
1880,snowman
1881,harp
1882,violin
1883,keyboard
1884,harp
1885,banana
1886,penguin
1887,spider
1888,pig
1889,nose
1890,laptop
1891,pig
1892,flashlight
1893,laptop
1894,flashlight
1895,spider
1896,pig
1897,spider
1898,foot
1899,hand
1900,pig
1901,violin
1902,harp
1903,bulldozer
1904,hand
1905,hand
1906,trombone
1907,spider
1908,keyboard
1909,snowman
1910,chair
1911,spider
1912,nose
1913,pig
1914,pig
1915,hat
1916,banana
1917,hand
1918,snowman
1919,penguin
1920,parrot
1921,pig
1922,banana
1923,foot
1924,nose
1925,hat
1926,nose
1927,chair
1928,penguin
1929,foot
1930,bulldozer
1931,laptop
1932,penguin
1933,nose
1934,laptop
1935,keyboard
1936,bulldozer
1937,hand
1938,banana
1939,violin
1940,harp
1941,eyeglasses
1942,violin
1943,snowman
1944,chair
1945,banana
1946,chair
1947,skyscraper
1948,bulldozer
1949,penguin
1950,parrot
1951,hat
1952,parrot
1953,skyscraper
1954,hat
1955,harp
1956,snowman
1957,chair
1958,chair
1959,spider
1960,snowman
1961,keyboard
1962,hand
1963,bulldozer
1964,violin
1965,parrot
1966,nose
1967,penguin
1968,pig
1969,hand
1970,banana
1971,harp
1972,eyeglasses
1973,chair
1974,trombone
1975,eyeglasses
1976,bulldozer
1977,chair
1978,nose
1979,banana
1980,parrot
1981,eyeglasses
1982,violin
1983,laptop
1984,hat
1985,penguin
1986,pig
1987,violin
1988,pig
1989,harp
1990,snowman
1991,spider
1992,nose
1993,foot
1994,hat
1995,foot
1996,penguin
1997,hand
1998,spider
1999,laptop
2000,keyboard
2001,hat
2002,parrot
2003,penguin
2004,skyscraper
2005,hat
2006,flashlight
2007,keyboard
2008,chair
2009,trombone
2010,trombone
2011,keyboard
2012,skyscraper
2013,chair
2014,skyscraper
2015,laptop
2016,laptop
2017,penguin
2018,keyboard
2019,foot
2020,pig
2021,bulldozer
2022,banana
2023,penguin
2024,laptop
2025,pig
2026,snowman
2027,bulldozer
2028,bulldozer
2029,hand
2030,snowman
2031,keyboard
2032,foot
2033,penguin
2034,keyboard
2035,foot
2036,keyboard
2037,flashlight
2038,bulldozer
2039,penguin
2040,bulldozer
2041,trombone
2042,nose
2043,violin
2044,chair
2045,violin
2046,skyscraper
2047,foot
2048,harp
2049,bulldozer
2050,skyscraper
2051,spider
2052,skyscraper
2053,harp
2054,spider
2055,penguin
2056,nose
2057,trombone
2058,parrot
2059,flashlight
2060,eyeglasses
2061,keyboard
2062,violin
2063,penguin
2064,foot
2065,laptop
2066,skyscraper
2067,foot
2068,penguin
2069,laptop
2070,violin
2071,keyboard
2072,hand
2073,banana
2074,banana
2075,chair
2076,bulldozer
2077,bulldozer
2078,bulldozer
2079,pig
2080,hat
2081,hat
2082,penguin
2083,bulldozer
2084,hand
2085,skyscraper
2086,foot
2087,harp
2088,chair
2089,trombone
2090,violin
2091,flashlight
2092,bulldozer
2093,penguin
2094,spider
2095,violin
2096,laptop
2097,parrot
2098,laptop
2099,laptop
2100,skyscraper
2101,flashlight
2102,snowman
2103,hand
2104,parrot
2105,flashlight
2106,eyeglasses
2107,penguin
2108,spider
2109,keyboard
2110,harp
2111,laptop
2112,snowman
2113,pig
2114,keyboard
2115,trombone
2116,penguin
2117,laptop
2118,eyeglasses
2119,skyscraper
2120,foot
2121,harp
2122,hat
2123,skyscraper
2124,spider
2125,trombone
2126,keyboard
2127,pig
2128,snowman
2129,parrot
2130,pig
2131,laptop
2132,snowman
2133,hand
2134,eyeglasses
2135,chair
2136,banana
2137,banana
2138,foot
2139,flashlight
2140,banana
2141,nose
2142,snowman
2143,bulldozer
2144,hand
2145,spider
2146,nose
2147,foot
2148,penguin
2149,banana
